type;skz;desc;coords;street;zip;city;keeper;classes;pupils;male;female
SS;319013;Allgemeine Sonderschule;1747356.03,6154593.4;Kirchenplatz 6;3130;Herzogenburg;öffentl.;4;18;16;2
PS;319014;Polytechnische Schule;1770451.52,6140073.65;Marktfeldstraße 26;3040;Neulengbach;öffentl.;2;31;21;10
AHS;319016;Privates Gymnasium und Realgymnasium Sacré Coeur Pressbaum der Schulstiftung der Erzdiözese Wien;1790221.26,6137811.9;Klostergasse 12;3021;Pressbaum;privat;34;722;353;369
VS;319021;Volksschule;1772648.12,6147615.45;Barbaragasse 27;3041;Asperhofen;öffentl.;7;108;62;46
NMSH;319022;Mittelschule;1779572.75,6135885.89;Hauptstraße 44;3032;Eichgraben;öffentl.;6;97;53;44
AHS;319026;Bundes-Oberstufenrealgymnasium Neulengbach;1770205.8,6139564.61;Sindelarstraße 3;3040;Neulengbach;öffentl.;12;274;113;161
VS;319031;Volksschule;1754589.18,6139731.56;Am Berg 4;3071;Böheimkirchen;öffentl.;10;211;111;100
NMSH;319032;Mittelschule (Schulverband Grünau-Rabenstein mit 319182);1725740.55,6123437.12;Grünau, Kirchenplatz 5;3202;Hofstetten-Grünau;öffentl.;8;165;95;70
SS;319033;Allgemeine Sonderschule;1800480.76,6141193.35;Schwarzhubergasse 5;3002;Purkersdorf;öffentl.;6;30;19;11
AHS;319036;Bundesgymnasium und Bundesrealgymnasium;1801114.16,6141600.16;Herrengasse 4;3002;Purkersdorf;öffentl.;38;1024;529;495
VS;319041;Volksschule;1767896.79,6124829.97;Laaben 66;3053;Brand-Laaben;öffentl.;2;42;23;19
NMSH;319042;Mittelschule (Dr. Adolf-Schärf);1746745.82,6154631.23;Schillerring 19;3130;Herzogenburg;öffentl.;11;240;100;140
SS;319043;Allgemeine Sonderschule;1754540,6165643.02;Stollhofener Hauptstraße 37;3133;Traismauer;öffentl.;5;25;10;15
PS;319044;Polytechnische Schule;1746745.82,6154631.23;Schillerring 19;3130;Herzogenburg;öffentl.;3;60;37;23
AHS;319046;Bundesgymnasium und Bundesrealgymnasium;1792743.05,6138582.71;Norbertinumstraße 7;3013;Tullnerbach;öffentl.;35;792;282;510
VS;319051;Volksschule;1779572.75,6135885.89;Hauptstraße 44;3032;Eichgraben;öffentl.;9;188;95;93
NMSH;319052;Mittelschule;1717821.68,6111268.71;Schulgasse 6;3204;Kirchberg an der Pielach;öffentl.;7;131;64;67
SS;319053;Allgemeine Sonderschule;1736869.33,6124326.11;Penknergasse 3;3150;Wilhelmsburg;öffentl.;2;10;8;2
NMSH;319062;Mittelschule;1770451.52,6140073.65;Marktfeldstraße 26;3040;Neulengbach;öffentl.;13;295;143;152
VS;319071;Volksschule;1705775.87,6103728.3;Markt 13;3213;Frankenfels;öffentl.;5;86;53;33
NMSH;319072;Mittelschule;1730441.73,6132154.11;Schulstraße 6;3200;Ober-Grafendorf;öffentl.;12;215;113;102
SS;319073;Allgemeine Sonderschule;1770776.59,6140381.16;Schulgasse 6;3051;St. Christophen;öffentl.;7;51;35;16
PS;319074;Polytechnische Schule;1717821.68,6111268.71;Schulgasse 6;3204;Kirchberg an der Pielach;öffentl.;3;66;45;21
VS;319081;Volksschule Gemeinlebarn;1759168.45,6163784.92;Schulstraße 7;3133;Traismauer;öffentl.;4;76;39;37
NMSH;319082;Sportmittelschule Wölbling;1735554.7,6160269.8;Oberwölbling, Oberer Markt 15;3124;Wölbling;öffentl.;9;185;100;85
ASTAT;319091;Privatschule Neue Schule des Vereins Bildungshof;1778355.36,6138295.53;Klosterfriedhofstraße 14;3032;Eichgraben;privat;8;100;51;49
NMSH;319092;Mittelschule (Josef Nemecek);1790255.72,6136900.59;Fünkhgasse 45a;3021;Pressbaum;öffentl.;5;95;59;36
NMSH;319102;Mittelschule;1727760.19,6140845.05;Schulstraße 8;3385;Prinzersdorf;öffentl.;13;242;134;108
VS;319111;Volksschule Wilhelmsburg-Süd;1736171.28,6123315.25;Kurzenkirchnerstraße 18;3150;Wilhelmsburg;öffentl.;4;66;32;34
NMSH;319112;Mittelschule;1746152.32,6133261.53;Hauptstraße 15;3143;Pyhra;öffentl.;8;171;93;78
VS;319121;Volksschule;1738106.18,6152424.34;Großrust, Schulgasse 5;3123;Obritzberg-Rust;öffentl.;5;90;50;40
NMSH;319122;Private Mittelschule Sacrè Coeur Pressbaum der Schulstiftung der Erzdiözese Wien;1790221.26,6137811.9;Klostergasse 12;3021;Pressbaum;privat;12;271;146;125
VS;319131;Volksschule Hofstetten-Grünau;1725740.55,6123437.12;Kirchenplatz 5;3202;Hofstetten-Grünau;öffentl.;7;130;72;58
NMSH;319132;Mittelschule;1752656.19,6165010.82;Bahnhofstraße 10;3133;Traismauer;öffentl.;7;129;71;58
NMSH;319142;Mittelschule;1736869.33,6124326.11;Penknergasse 3;3150;Wilhelmsburg;öffentl.;9;163;101;62
VS;319151;Volksschule;1723914.99,6142944;Museumstraße 43;3386;Hafnerbach;öffentl.;4;67;39;28
NMSH;319152;Mittelschule Laabental;1771027.67,6130807.08;Lindenstraße 18;3033;Altlengbach;öffentl.;7;151;83;68
VS;319161;Volksschule Haunoldstein;1721007.94,6139270.18;Groß Sierning, Schulstraße 1;3384;Haunoldstein;öffentl.;3;56;30;26
NMSH;319162;Mittelschule;1705775.87,6103728.3;Markt 13;3213;Frankenfels;öffentl.;7;109;60;49
VS;319171;Volksschule;1746775.59,6154522.3;Schulgasse 2;3130;Herzogenburg;öffentl.;11;231;106;125
NMSH;319172;Mittelschule;1732706.88,6149898.7;Schlossplatz 4;3121;Karlstetten;öffentl.;8;167;92;75
VS;319181;Volksschule;1745229.7,6160018.98;Dorfstraße 20;3131;Inzersdorf-Getzersdorf;öffentl.;4;75;37;38
NMSH;319192;Mittelschule (Josef Schöffel);1800531.12,6141292.15;Alois-Mayer-Gasse 4;3002;Purkersdorf;öffentl.;8;154;90;64
VS;319201;Volksschule;1753803.93,6149953.61;Kirchenplatz 2;3141;Kapelln;öffentl.;4;54;27;27
VS;319211;Volksschule;1732704.63,6149728.16;Neidlinger Straße 6;3121;Karlstetten;öffentl.;4;74;38;36
VS;319221;Volksschule;1756699.32,6132487.62;Kasten 17;3072;Kasten bei Böheimkirchen;öffentl.;2;33;18;15
VS;319231;Volksschule;1717821.68,6111268.71;Schulgasse 6;3204;Kirchberg an der Pielach;öffentl.;8;119;62;57
VS;319241;Volksschule;1759818.69,6140913.57;Totzenbach, Kirchenstraße 10;3062;Kirchstetten;öffentl.;5;93;51;42
VS;319271;Volksschule;1714402.62,6106104.86;Loichgegend 9;3211;Loich;öffentl.;1;20;12;8
VS;319281;Volksschule;1773293.2,6138447.03;Schwabstraße 3;3034;Maria-Anzbach;öffentl.;6;101;50;51
VS;319291;Volksschule Markersdorf-Haindorf;1725651.56,6139173.29;Prinzersdorfer Straße 7;3385;Markersdorf-Haindorf;öffentl.;11;173;93;80
VS;319311;Volksschule;1754249.23,6123455.04;Markt 10;3074;Michelbach;öffentl.;2;49;24;25
VS;319331;Volksschule;1731982.41,6146741.1;Schulstraße 4;3110;Neidling;öffentl.;4;67;30;37
VS;319341;Volksschule;1771106.25,6139667.3;Weinheberstraße 4;3040;Neulengbach;öffentl.;17;354;188;166
VS;319351;Volksschule;1771263.77,6129922.81;Schulgasse 2;3052;Neustift-Innermanzing;öffentl.;3;74;33;41
VS;319361;Volksschule;1746987.08,6166094.94;Schulgasse 13;3134;Nußdorf ob der Traisen;öffentl.;4;70;39;31
VS;319371;Volksschule;1730441.73,6132154.11;Schulstraße 6;3200;Ober-Grafendorf;öffentl.;11;220;120;100
VS;319381;Volksschule Wölbling;1735554.7,6160269.8;Oberwölbling, Oberer Markt 15;3124;Wölbling;öffentl.;5;83;37;46
VS;319421;Volksschule;1745979.29,6133051.8;Wiedenerstraße 9;3143;Pyhra;öffentl.;9;162;74;88
VS;319431;Volksschule;1722049.75,6117770.13;Sankt Pöltner Straße 14;3203;Rabenstein an der Pielach;öffentl.;8;109;60;49
VS;319451;Volksschule;1798122.92,6144984.85;Ferdinand Ebner-Gasse 6;3003;Gablitz;öffentl.;9;190;93;97
VS;319471;Volksschule;1799697.79,6148235.3;Hauptstraße 250;3001;Mauerbach;öffentl.;8;157;80;77
VS;319481;Volksschule;1724219.29,6133456.3;Schulstraße 2;3231;St. Margarethen an der Sierning;öffentl.;2;42;21;21
VS;319511;Volksschule;1741125.64,6157944.7;Hauptstraße 33;3125;Statzendorf;öffentl.;4;57;30;27
VS;319541;Volksschule;1760331.23,6127416.43;Stössing 27;3073;Stössing;öffentl.;2;44;26;18
VS;319561;Volksschule;1722542.49,6111962.3;Tradigist 62;3203;Rabenstein an der Pielach;öffentl.;2;28;18;10
VS;319571;Volksschule;1752634.42,6165064.79;Alter Schulweg 2;3133;Traismauer;öffentl.;8;188;98;90
VS;319591;Volksschule;1728722,6125904.79;Kirchenstraße 21;3205;Weinburg;öffentl.;4;72;37;35
VS;319601;Volksschule;1758480.53,6150377.72;Florianigasse 3;3142;Perschling;öffentl.;4;78;32;46
VS;319611;Volksschule Nord;1736869.33,6124326.11;Penknergasse 3;3150;Wilhelmsburg;öffentl.;9;170;100;70
VS;319621;Volksschule;1749985.79,6156786.34;Sankt Andrä, Berggasse 1;3130;Herzogenburg;öffentl.;3;59;23;36
VS;319631;Volksschule;1731492.94,6140070.58;Florianiplatz 1;3385;Gerersdorf;öffentl.;3;46;23;23
VS;319651;Volksschule;1789734.12,6136625.63;Hauptstraße 77;3021;Pressbaum;öffentl.;12;266;130;136
VS;319661;Private Volksschule Sacré Coeur Pressbaum der Schulstiftung der Ezdiözese Wien;1790221.26,6137811.9;Klostergasse 12;3021;Pressbaum;privat;11;230;122;108
VS;319671;Josef-Schöffel-Volksschule;1800480.76,6141193.35;Schwarzhubergasse 7;3002;Purkersdorf;öffentl.;19;410;217;193
VS;319681;Volksschule;1792958.95,6138484.25;Norbertinumstraße 9;3013;Tullnerbach;öffentl.;12;244;129;115
LFMS;319710;Landwirtschaftliche Fachschule;1746987.9,6131807.51;Kyrnbergstraße 4;3143;Pyhra;öffentl.;13;309;162;147
LFMS;319720;Landwirtschaftliche Fachschule;1792958.95,6138484.25;Norbertinumstraße 9;3013;Tullnerbach;öffentl.;11;226;13;213
BMHSP;319810;Private Bildungsanstalt für Elementarpädagogik Sacré Coeur Pressbaum der Schulstiftung der Erzdiözese Wien;1790221.26,6137811.9;Klostergasse 12;3021;Pressbaum;privat;13;228;16;212
NMSH;320012;Mittelschule;1680250.78,6094471.97;Schleierfallstraße 5;3292;Gaming;öffentl.;5;94;44;50
AHS;320016;Bundes-Oberstufenrealgymnasium;1688596.49,6107233.72;Schacherlweg 1;3270;Scheibbs;öffentl.;14;257;68;189
VS;320021;Volksschule;1680247.28,6094404.14;Schleierfallstraße 6;3292;Gaming;öffentl.;5;93;53;40
NMSH;320022;Mittelschule;1662149.8,6075205.27;Göstling an der Ybbs 118;3345;Göstling an der Ybbs;öffentl.;6;108;59;49
AHS;320026;Bundesgymnasium und Bundesrealgymnasium;1686253.86,6128856.52;Erlaufpromenade 1;3250;Wieselburg;öffentl.;30;606;269;337
VS;320031;Volksschule;1661987.29,6074987.83;Göstling an der Ybbs 12;3345;Göstling an der Ybbs;öffentl.;4;83;45;38
NMSH;320032;Mittelschule;1672632.06,6104498.96;Schulstraße 18;3264;Gresten;öffentl.;8;163;80;83
VS;320041;Volksschule;1672660.34,6104556.97;Schulstraße 16;3264;Gresten;öffentl.;9;154;70;84
NMSH;320042;Mittelschule;1673005.51,6083884.82;Schulstraße 5;3293;Lunz am See;öffentl.;5;70;41;29
NMSH;320052;Mittelschule;1694528.77,6117473.25;Schulstraße 5;3281;Oberndorf an der Melk;öffentl.;8;121;69;52
SS;320053;Allgemeine Sonderschule;1688494.27,6107897.62;Schulgasse 7;3270;Scheibbs;öffentl.;4;22;15;7
NMSH;320062;Mittelschule;1684813.35,6116762.36;Schulgasse 13;3251;Purgstall an der Erlauf;öffentl.;8;173;108;65
SS;320063;Sonderschule für Kinder mit erhöhtem Förderbedarf;1681400.35,6109611.5;Rogatsboden 27;3251;Purgstall an der Erlauf;öffentl.;7;35;23;12
NMSH;320072;Mittelschule;1666614.44,6108869.05;Taborweg 2;3263;Randegg;öffentl.;4;73;39;34
VS;320081;Volksschule;1672991.79,6083823.27;Schulstraße 1;3293;Lunz am See;öffentl.;4;77;35;42
NMSH;320082;Sportmittelschule;1688103.12,6108227.39;Feldgasse 3;3270;Scheibbs;öffentl.;14;298;160;138
NMSH;320092;Mittelschule;1674995.64,6118174.88;Schulstraße 1;3261;Steinakirchen am Forst;öffentl.;9;189;105;84
NMSH;320102;Mittelschule;1684989,6127724.38;Karl-Hager-Platz 2;3250;Wieselburg;öffentl.;12;242;122;120
PS;320104;Polytechnische Schule;1688549.39,6107919.93;Gürtel 13;3270;Scheibbs;öffentl.;5;102;69;33
VS;320121;Volksschule;1694576.03,6117403.15;Schulstrasse 7;3281;Oberndorf an der Melk;öffentl.;8;158;83;75
VS;320131;Volksschule;1701660.68,6094983.9;Schulgasse 1;3214;Puchenstuben;öffentl.;1;9;4;5
VS;320141;Volksschule;1684815.71,6116705.59;Schulgasse 11;3251;Purgstall an der Erlauf;öffentl.;12;269;127;142
VS;320151;Volksschule;1666580.71,6108842.64;Taborweg 4;3263;Randegg;öffentl.;4;74;35;39
VS;320181;Volksschule;1692826.93,6100289.63;St. Anton an der Jeßnitz 4;3283;St. Anton an der Jeßnitz;öffentl.;3;44;24;20
VS;320191;Volksschule;1695153.9,6112195.11;Schulweg 5;3282;St. Georgen an der Leys;öffentl.;4;63;34;29
VS;320201;Volksschule;1688494.27,6107897.62;Schulgasse 7;3270;Scheibbs;öffentl.;8;174;88;86
VS;320211;Volksschule;1674995.64,6118174.88;Schulweg 2;3261;Steinakirchen am Forst;öffentl.;11;214;110;104
VS;320231;Volksschule;1672772.41,6114835.04;Unterer Markt 16;3262;Wang;öffentl.;4;66;40;26
VS;320241;Volksschule;1684932.13,6127744.71;Schulstraße 5;3250;Wieselburg;öffentl.;18;325;175;150
BSTAT;320419;Private Höhere Lehranstalt für Pflege und Sozialbetreuung, Fachschule für Sozialberufe und Schule für Sozialbetreuungsberufe der Caritas der Diözese St. Pölten;1678377.91,6093510.37;Ötscherlandstraße 38;3292;Gaming;privat;8;99;12;87
LFHS;320720;Höhere Bundeslehr- und Forschungsanstalt für Landwirtschaft, Landtechnik sowie Lebensmittel- und Biotechnologie (Francisco Josephinum);1683594.63,6128072;Weinzierl 1;3250;Wieselburg;öffentl.;30;815;565;250
VS;321011;Volksschule;1779112.77,6173683.18;Schulstraße 1;3462;Absdorf;öffentl.;7;127;75;52
NMSH;321012;Mittelschule;1760986.18,6180392.3;Schulplatz 1;3481;Fels am Wagram;öffentl.;8;137;78;59
PS;321014;Polytechnische Schule;1787792.8,6161704.04;Michael-Schwanzer-Weg 12;3430;Tulln an der Donau;öffentl.;4;100;63;37
BS;321015;Private Berufsschule für Brau- und Getränketechnik und für Destillateure des Vereins Österreichisches Getränke Institut;1818953.86,6156401.01;Garnisonstraße 10;3400;Klosterneuburg;privat;3;74;66;8
AHS;321016;Bundesgymnasium und Bundesrealgymnasium;1788463.28,6162379.14;Donaulände 72;3430;Tulln an der Donau;öffentl.;42;964;470;494
NMSH;321022;Mittelschule;1779409.06,6185591.81;Präsident-List-Platz 2;3701;Großweikersdorf;öffentl.;6;108;54;54
AHS;321026;Bundesgymnasium und Bundesrealgymnasium;1816761.84,6157553.3;Buchberggasse 31;3400;Klosterneuburg;öffentl.;52;1169;539;630
NMSH;321032;Mittelschule;1769147.57,6156668.4;St. Pöltnerstraße 8;3452;Atzenbrugg;öffentl.;12;224;116;108
SS;321033;Allgemeine Sonderschule;1787508.7,6162247.32;Wiener Straße 23;3430;Tulln an der Donau;öffentl.;7;43;24;19
AHS;321036;Privates Gymnasium und Realgymnasium der Schulstiftung der Erzdiözese Wien;1818189.07,6157314.39;Strandbadstraße 13;3400;Klosterneuburg;privat;8;180;117;63
NMSH;321042;Mittelschule;1770027.41,6179608.44;Auf der Schanz 5;3470;Kirchberg am Wagram;öffentl.;8;147;80;67
SS;321043;Allgemeine Sonderschule Sieghartskirchen-Ollern;1790232.17,6151367.05;Ollern, Hauptplatz 8;3004;Sieghartskirchen;öffentl.;5;26;20;6
NMSH;321052;Mittelschule;1782284.26,6149538.56;Tullnerstraße 1;3443;Sieghartskirchen;öffentl.;8;191;110;81
SS;321053;Allgemeine Sonderschule;1816790.78,6158786.86;Albrechtstraße 52a;3400;Klosterneuburg;öffentl.;9;45;32;13
VS;321061;Volksschule;1760980.3,6180320.07;Schulplatz 1;3481;Fels am Wagram;öffentl.;5;96;47;49
NMSH;321062;Mittelschule;1804555.84,6160958.97;Greifensteiner Straße 33;3423;St. Andrä-Wördern;öffentl.;12;231;128;103
NMSH;321072;Mittelschule II;1787508.7,6162247.32;Wiener Straße 23;3430;Tulln an der Donau;öffentl.;11;244;141;103
NMSH;321082;Mittelschule I;1786479.33,6161991.5;Konrad Von Tulln-Gasse 2;3430;Tulln an der Donau;öffentl.;15;346;133;213
VS;321091;Volksschule;1756769.48,6175315.39;Seebarner Straße 1;3484;Grafenwörth;öffentl.;8;121;69;52
NMSH;321092;Mittelschule;1771228.39,6164480.82;Goetheplatz 1;3435;Zwentendorf an der Donau;öffentl.;8;156;88;68
NMSH;321102;Sportmittelschule III;1787547.89,6162191.78;Kirchengasse 32a;3430;Tulln an der Donau;öffentl.;8;189;137;52
VS;321121;Volksschule;1779631.52,6186127.7;Dr.-Johann-Baumgartner-Straße 1;3701;Großweikersdorf;öffentl.;9;201;103;98
VS;321131;Volksschule;1769153.84,6156620.28;Heiligeneich, St.Pöltner-Straße 10;3452;Atzenbrugg;öffentl.;8;137;63;74
NMSH;321132;Mittelschule;1816806.78,6158667.24;Langstögergasse 15;3400;Klosterneuburg;öffentl.;11;231;143;88
VS;321151;Volksschule;1784387.38,6153888.8;Baumgarten, Hauptstraße 28;3441;Judenau-Baumgarten;öffentl.;7;124;63;61
VS;321161;Volksschule;1770027.41,6179608.44;Auf der Schanz 5;3470;Kirchberg am Wagram;öffentl.;12;198;111;87
VS;321181;Volksschule;1774763.56,6176981.29;Königsbrunn am Wagram 14;3465;Königsbrunn am Wagram;öffentl.;4;66;24;42
VS;321191;Volksschule;1797152.2,6157420.36;J. Gruber Promenade 31-35;3433;Königstetten;öffentl.;8;142;78;64
VS;321201;Volksschule;1793970.02,6162456.08;Langenlebarn, Wiener Straße 3;3425;Tulln an der Donau;öffentl.;4;73;35;38
VS;321211;Volksschule;1781942.13,6158245.5;Schulstraße 5;3442;Langenrohr;öffentl.;5;96;55;41
VS;321221;Volksschule;1774339.09,6154927.32;Schulgasse 2;3451;Michelhausen;öffentl.;8;184;93;91
VS;321271;Volksschule;1761110.25,6159986.69;Reidling, Kirchengasse 8;3454;Sitzenberg-Reidling;öffentl.;6;105;52;53
VS;321281;Volksschule;1804572.56,6160712.2;Greifensteinerstraße 22;3423;St. Andrä-Wördern;öffentl.;12;266;134;132
VS;321291;Volksschule;1782254.92,6150031.87;Tullnerstraße 22;3443;Sieghartskirchen;öffentl.;13;287;150;137
VS;321311;Volksschule I;1787478,6162093.62;Kirchengasse 30;3430;Tulln an der Donau;öffentl.;13;286;147;139
VS;321321;Volksschule;1765434.5,6149352.28;Kirchenplatz 3;3042;Würmla;öffentl.;4;67;31;36
VS;321331;Volksschule Zeiselmauer-Muckendorf;1800780.34,6161689.68;Kirchenplatz 4;3424;Zeiselmauer-Wolfpassing;öffentl.;8;145;84;61
VS;321341;Volksschule;1771226.48,6164434.99;Goetheplatz 2;3435;Zwentendorf an der Donau;öffentl.;9;174;81;93
VS;321351;Volksschule II;1787336.74,6160340.97;Frauentorgasse 62-64;3430;Tulln an der Donau;öffentl.;13;258;127;131
ASTAT;321361;Privatschule KreaMont des Vereins KreaMont - Kreatives Lernen nach Maria Montessori;1804581.02,6160886.9;Greifensteinerstraße 31;3423;Sankt Andrä-Wördern;privat;4;75;39;36
ASTAT;321371;Privatschule Ich bin Ich des Vereins Ich bin Ich - Schulinitiative;1769362.51,6156788.08;Heiligeneich, Wiener Landstraße 5;3452;Atzenbrugg;privat;4;30;16;14
ASTAT;321381;Privatschule Montessori Dorfschule MuWi des Vereins Montessori Dorfschule MuWi;1797378.82,6161430.67;Landstraße 8;3426;Muckendorf-Wipfing;privat;2;26;9;17
VS;321391;Volksschule;1811550.23,6158456.79;Kierling, Hauptstraße 150-152;3400;Klosterneuburg;öffentl.;8;160;79;81
VS;321401;Volksschule;1816666.52,6158640.12;Albrechtsstraße 59;3400;Klosterneuburg;öffentl.;9;194;93;101
VS;321411;Volksschule;1817674.54,6155922.75;Anton-Bruckner-Gasse 6;3400;Klosterneuburg;öffentl.;11;224;119;105
BMHSK;321418;Handelsakademie und Handelsschule der Stadtgemeinde Tulln;1787986.9,6162322.52;Donaulände 64;3430;Tulln an der Donau;privat;19;422;215;207
VS;321421;Volksschule Klosterneuburg Hermannstraße, Schule im Zentrum;1817105.7,6157484.15;Hermannstraße 11;3400;Klosterneuburg;öffentl.;8;156;79;77
BMHST;321427;Bundesfachschule für Flugtechnik;1793397.7,6161244.54;Langenlebarn, Fliegerhorst Brumowski;3425;Tulln an der Donau;öffentl.;5;132;117;15
VS;321431;Volksschule;1814582.25,6161603.19;Kritzendorf, Hauptstraße 63;3420;Klosterneuburg;öffentl.;4;84;48;36
BMHSW;321439;Höhere Bundeslehranstalt für wirtschaftliche Berufe;1788463.28,6162379.14;Donaulände 72;3430;Tulln an der Donau;öffentl.;18;404;87;317
VS;321441;Volksschule;1815552.73,6155428.29;Weidling, Löblichgasse 1;3400;Klosterneuburg;öffentl.;4;76;30;46
VS;321451;Private Volksschule des Vereins Vereinigung von Ordensschulen Österreichs;1814907.33,6161282.95;Kritzendorf, Hauptstraße 22;3420;Klosterneuburg;privat;9;180;99;81
ASTAT;321461;Freiraum-Schule des Vereins Freiraum, Initiative für aktives, offenes und integratives Lernen;1813482.55,6164084.72;Kritzendorf, Herzogenburger Gasse 13;3420;Klosterneuburg;privat;4;37;21;16
ASTAT;321471;Privatschule GaLeMo des Vereins GaLeMo - Verein für ganzheitliches Lernen nach Maria Montessori;1818451.69,6156484.74;Aufeldgasse 27a;3400;Klosterneuburg;privat;3;87;42;45
ASTAT;321481;Privatschule Alte Schule - Neue Wege Greifenstein des Vereins ALTE SCHULE - NEUE WEGE GREIFENSTEIN;1808337.9,6164844.21;Greifenstein, Hadersfelderstraße 1;3422;St. Andrä-Wördern;privat;2;36;17;19
ASTAT;321491;Privatschule Montessori-Schule Tulln - Neue Welt des Vereins Montessori Tulln;1787490.16,6161946.88;Wilhelmstraße 23;3430;Tulln an der Donau;privat;3;32;14;18
LFHS;321720;Höhere Bundeslehranstalt und Bundesamt für Wein- und Obstbau;1818021.04,6157091.46;Wiener Straße 74;3400;Klosterneuburg;öffentl.;5;146;102;44
LFHS;321730;Höhere Bundeslehranstalt für Landwirtschaft und Ernährung Sitzenberg;1759651.86,6160586.18;Schlossbergstraße 4;3454;Sitzenberg-Reidling;öffentl.;5;102;2;100
GKS;321910;Schule für allgemeine Gesundheits- und Krankenpflege am  Universitätsklinikum Tulln;1788341.96,6160589.6;Alter Ziegelweg 10;3430;Tulln an der Donau;öffentl.;0;163;40;123
VS;322011;Volksschule;1724324.89,6242760.96;Aigen 37;3814;Ludweis-Aigen;öffentl.;2;30;15;15
NMSH;322012;Mittelschule;1705402.49,6260178.31;Schulstraße 8;3843;Dobersberg;öffentl.;4;63;35;28
SS;322013;Allgemeine Sonderschule;1715050.89,6239413.49;Schulgasse 1;3812;Groß-Siegharts;öffentl.;3;13;5;8
BS;322015;Bundesberufsschule für Uhrmacher (Leitung: 322417);1715504.96,6254743.48;Raabser Straße 23;3822;Karlstein an der Thaya;öffentl.;1;11;5;6
AHS;322016;Bundesgymnasium und Bundesrealgymnasium;1701251.1,6243059.72;Gymnasiumstraße 1;3830;Waidhofen an der Thaya;öffentl.;20;427;171;256
NMSH;322022;Mittelschule;1715414.62,6239709.52;Hamerlingstraße 32;3812;Groß-Siegharts;öffentl.;4;59;29;30
NMSH;322032;Mittelschule;1696716.42,6262740.17;Waidhofnerstraße 11;3851;Kautzen;öffentl.;3;56;28;28
SS;322033;Allgemeine Sonderschule;1701124.03,6243115.95;Gymnasiumstraße 6;3830;Waidhofen an der Thaya;öffentl.;5;22;13;9
PS;322034;Polytechnische Schule;1701363.85,6243169.35;Gymnasiumstraße 4;3830;Waidhofen an der Thaya;öffentl.;3;74;48;26
VS;322041;Volksschule;1712217.62,6239894.88;Hauptstraße 92;3813;Dietmanns;öffentl.;1;24;14;10
NMSH;322042;Mittelschule;1724338.17,6249341.1;Puchheimstraße 25;3820;Raabs an der Thaya;öffentl.;4;69;34;35
VS;322051;Volksschule;1705402.49,6260178.31;Schulstraße 8;3843;Dobersberg;öffentl.;3;57;26;31
NMSH;322052;Mittelschule;1690583.51,6233716.88;Zwettler Straße 5;3902;Vitis;öffentl.;4;58;30;28
VS;322081;Volksschule;1694551.01,6256745.39;Hauptstraße 4;3852;Gastern;öffentl.;2;47;26;21
