type;skz;desc;coords;street;zip;city;keeper;classes;pupils;male;female;score;AHS-Unterstufe;Neue Mittelschule an AHS;Neue Mittelschule an Hauptschulen;Sonderschulen;Sonst. allgemeinbild. (Statut)Schulen;Wiederholung der Schulstufe im gleichen Schultyp
VS;312061;Volksschule;1826640.05,6162586.76;Salzstraße 12;2102;Hagenbrunn;öffentl.;5;96;44;52;0.2604166666666667;14;;6;1;;1
VS;106161;Volksschule;1825325.51,6069704.22;Schulgasse 2;7032;Sigleß;öffentl.;4;62;38;24;0.25921658986175117;9;;3;;;
VS;611261;Volksschule;1667589.74,5994748.09;Murwaldsiedlung 34;8713;Sankt Stefan ob Leoben;öffentl.;4;62;24;38;0.25921658986175117;9;;11;;;
VS;909031;Volksschule;1821423.3,6143742.15;Grünentorgasse 9;1090;Wien;öffentl.;9;193;99;94;0.25906735751295334;28;;11;;;
VS;923041;Volksschule I;1816142.56,6132021.1;Anton-Baumgartner-Straße 44/I;1230;Wien;öffentl.;14;338;185;153;0.25887573964497035;49;1;27;;;1
VS;207101;Volksschule Feistritz an der Drau;1521170.79,5892460.41;Schulstraße 223;9710;Feistritz an der Drau;öffentl.;8;159;89;70;0.25831087151841864;23;;29;;;
VS;206391;Volksschule;1512618.06,5910999.94;Obermillstatt 124;9872;Millstatt am See;öffentl.;5;90;40;50;0.2579365079365079;13;;18;;;
VS;308411;Volksschule;1865985.99,6164236.19;Franz Mair Weg 3;2253;Weikendorf;öffentl.;7;125;58;67;0.2571428571428571;18;;5;;;
VS;601581;Private Volksschule des Vereins für Franziskanische Bildung;1713940.74,5954380.77;Georgigasse 84a;8020;Graz;privat;12;265;139;126;0.25606469002695414;38;1;22;;1;
VS;108271;Volksschule;1827507.45,6009111.28;Hauptstraße 1;7442;Lockenhaus;öffentl.;5;70;33;37;0.2551020408163265;10;;10;;;
VS;204401;Volksschule;1578384.3,5878506.46;Reifnitz, Wörthersee-Süduferstraße 143;9081;Maria Wörth;öffentl.;2;35;15;20;0.2551020408163265;5;;3;;;
VS;208331;Volksschule Völkermarkt-St. Margarethen ob Töllerberg;1622222.79,5888895.46;St. Margarethen ob Töllerberg 26;9100;Völkermarkt;öffentl.;5;70;40;30;0.2551020408163265;10;;2;;;
VS;317101;Volksschule;1808626.08,6121192.25;Beethovengasse 4;2371;Hinterbrühl;öffentl.;8;133;69;64;0.2551020408163265;19;;14;;1;1
VS;505051;Volksschule;1502500.75,5958450.17;Muhr 101;5583;Muhr;öffentl.;1;7;6;1;0.2551020408163265;1;;2;;;
VS;701131;Volksschule Saggen Siebererschule;1269433.5,5986709.42;Siebererstraße 7;6020;Innsbruck;öffentl.;16;315;163;152;0.2551020408163265;45;;12;;;
VS;802061;Volksschule;1088176.75,6023014.59;Fluh 14;6900;Bregenz;öffentl.;1;14;5;9;0.2551020408163265;2;;3;;;
VS;919031;Volksschule;1821122.74,6149193.21;Grinzinger Straße 84-88;1190;Wien;öffentl.;12;252;134;118;0.2551020408163265;36;;8;;;2
VS;918041;Volksschule;1818247.96,6145152.2;Köhlergasse 9;1180;Wien;öffentl.;11;274;147;127;0.2541710114702815;39;1;4;;;1
VS;622041;Volksschule Parkstraße;1790198.33,5949811.13;Parkstraße 1;8280;Fürstenfeld;öffentl.;11;197;103;94;0.25380710659898476;28;;19;;1;1
VS;319451;Volksschule;1798122.92,6144984.85;Ferdinand Ebner-Gasse 6;3003;Gablitz;öffentl.;9;190;93;97;0.2537593984962406;27;;4;;;
VS;903091;Volksschule;1823859.66,6139870.8;Reisnerstraße 43;1030;Wien;öffentl.;16;360;176;184;0.25297619047619047;51;;8;;;1
VS;603461;Volksschule;1692698.46,5917272.24;Wildbachfeld 37;8530;Deutschlandsberg;öffentl.;8;113;56;57;0.2528445006321112;16;;21;;;
VS;902011;Volksschule;1830463.55,6139594.21;Aspernallee 5;1020;Wien;öffentl.;11;226;110;116;0.2528445006321112;32;1;10;;;1
VS;913081;Volksschule;1810973.55,6138209.88;Hietzinger Hauptstraße 166;1130;Wien;öffentl.;19;452;233;219;0.2528445006321112;64;;5;;;2
VS;202091;Volksschule 5;1539824.88,5879630.48;Schloßgasse 16;9500;Villach;öffentl.;9;198;96;102;0.2525252525252525;28;;13;;;
VS;306401;Volksschule;1826204.94,6098322.82;Weigelsdorf, Hauptstraße 32;2483;Ebreichsdorf;öffentl.;4;92;47;45;0.2523291925465838;13;;2;;;
VS;207581;Volksschule;1512414.47,5897295.96;Zlaner Straße 9;9713;Stockenboi;öffentl.;4;57;27;30;0.2506265664160401;8;;2;;;
VS;705091;Volksschule;1348266.14,6021960.12;Loferer Straße 107;6322;Kirchbichl;öffentl.;6;100;44;56;0.25;14;;9;;;
VS;612761;Volksschule;1570589.57,6029373.91;Kirchengasse 112;8950;Stainach-Pürgg;öffentl.;6;93;46;47;0.249615975422427;13;;12;;;
VS;802661;Private Volksschule der Zisterzienser des röm. kath. Zisterzienserklosters Wettingen-Mehrerau;1082062.01,6024582.43;Mehrerauerstraße 68;6900;Bregenz;privat;8;129;73;56;0.2491694352159468;18;;6;;1;1
VS;601631;Private Volksschule des Vereines Projektschule Graz;1720888.22,5952031.1;Moserhofgasse 3a;8010;Graz;privat;4;79;41;38;0.24864376130198912;11;1;;;;
VS;919051;Volksschule;1817380.27,6147269.51;Krottenbachstraße 108;1190;Wien;öffentl.;17;389;187;202;0.2478883584282042;54;;11;;;1
VS;317251;Volksschule;1812422.75,6127731.59;Sebastian-Kneipp-Gasse 20-26;2380;Perchtoldsdorf;öffentl.;12;267;143;124;0.2474585339753879;37;;13;2;;1
VS;201151;Volksschule 15 - St. Georgen am Sandhof;1595127.56,5885892.53;Sandhofweg 17;9020;Klagenfurt am Wörthersee;öffentl.;4;94;56;38;0.24696048632218845;13;;4;;;
VS;310171;Volksschule II;1790104.46,6201160.9;Koliskoplatz 7;2020;Hollabrunn;öffentl.;9;210;103;107;0.2465986394557823;29;;14;1;;
VS;601431;Volksschule Liebenau;1720782.57,5948561.34;Puntigamer Straße 5;8041;Graz-Liebenau;öffentl.;9;210;118;92;0.2465986394557823;29;;7;;;
VS;306551;Volksschule;1833689.43,6106360.47;Hauptstraße 28;2441;Mitterndorf an der Fischa;öffentl.;9;174;80;94;0.2463054187192118;24;;16;;;1
VS;601571;Private Praxisvolksschule der Privaten Pädagogischen Hochschule Augustinum der Stiftung der Diözese Graz-Seckau (601670);1718548.51,5955486.46;Lange Gasse 2;8010;Graz;privat;8;167;82;85;0.2459366980325064;23;1;2;;;
VS;407071;Volksschule Brahmsschule;1534294.26,6093465.98;Lindenstraße 11;4810;Gmunden;öffentl.;5;80;31;49;0.24553571428571427;11;;3;;;
VS;911181;Volksschule;1832528.52,6132672.41;Svetelskystraße 5;1110;Wien;öffentl.;18;393;208;185;0.24536532170119954;54;;47;;;
VS;705461;Volksschule Vorderthiersee;1348011.83,6039002.45;Kirchdorf 32;6335;Thiersee;öffentl.;5;102;59;43;0.24509803921568626;14;;2;;;
VS;201331;Private Volksschule des Vereins Hermagoras-Mohorjeva;1592717.36,5880462.36;10.-Oktober-Straße 25;9020;Klagenfurt am Wörthersee;privat;6;73;35;38;0.24461839530332677;10;;1;;;
VS;202171;Volksschule 12;1537110.17,5879633.08;St.Georgener Straße 127;9500;Villach;öffentl.;4;81;33;48;0.2425044091710758;11;;3;;;
VS;804081;Volksschule;1065631.86,5984396.29;Nofels, Schmittengässele 28;6800;Feldkirch;öffentl.;8;162;85;77;0.2425044091710758;22;;22;;;
VS;323021;Volksschule;1799336.91,6078625.99;Schulgasse 2;2721;Bad Fischau-Brunn;öffentl.;8;140;76;64;0.24234693877551017;19;;11;;1;1
VS;319661;Private Volksschule Sacré Coeur Pressbaum der Schulstiftung der Ezdiözese Wien;1790221.26,6137811.9;Klostergasse 12;3021;Pressbaum;privat;11;230;122;108;0.24068322981366458;31;1;13;;;
VS;904051;Evangelische Volksschule am Karlsplatz der Evangelischen Schulgemeinde Wien;1822148.23,6140082.33;Karlsplatz 14;1040;Wien;privat;12;297;128;169;0.24050024050024046;40;;1;;;
VS;622111;Volksschule Bad Loipersdorf;1792735.95,5944407.69;Schulstraße 270;8282;Bad Loipersdorf;öffentl.;4;52;27;25;0.24038461538461536;7;;7;;;1
VS;208311;Volksschule;1622494.55,5879044.03;Sternweg 2;9122;St. Kanzian am Klopeiner See;öffentl.;8;127;75;52;0.2390326209223847;17;;8;;;
VS;401231;Volksschule 9 Froschbergschule;1589793.73,6155275.29;Ziegeleistraße 29;4020;Linz;öffentl.;7;127;62;65;0.2390326209223847;17;;8;;;
VS;206071;Volksschule;1520487.25,5906896.99;Maierbruggerweg 6;9873;Döbriach;öffentl.;4;60;31;29;0.23809523809523808;8;;2;;;
VS;310081;Volksschule;1794848.56,6188911.66;Schulgasse 405;2013;Göllersdorf;öffentl.;5;105;50;55;0.23809523809523808;14;;15;;;
VS;410081;Volksschule;1580800.85,6153443.7;Dörnbacherstraße 115;4073;Wilhering;öffentl.;5;90;50;40;0.23809523809523808;12;;5;;;1
VS;606321;Volksschule;1727782.89,5949522.4;Pachern Hauptstraße 97;8075;Hart bei Graz;öffentl.;11;195;100;95;0.23809523809523808;26;;16;;1;
VS;922111;Volksschule;1829091.14,6147929.6;Prandaugasse 5;1222;Wien;öffentl.;14;308;164;144;0.23770871985157696;41;12;7;;;1
VS;106041;Volksschule;1819972.3,6059359.19;Hauptstraße 89;7212;Forchtenstein;öffentl.;7;113;68;45;0.2370417193426043;15;;2;;;
VS;601511;Volksschule Sankt Veit;1715693.36,5960897.58;Sankt-Veiter-Straße 76;8046;Graz-Sankt Veit;öffentl.;10;211;101;110;0.23696682464454977;28;1;5;;;
VS;401531;Private Praxisvolksschule der Privaten Pädagogischen Hochschule der Diözese Linz (401670);1589361.97,6156525.03;Kapuzinerstraße 51;4020;Linz, Donau;privat;9;196;98;98;0.2368804664723032;26;;16;1;;
VS;701171;Volksschule;1272021.11,5988641.8;Framsweg 19;6020;Innsbruck;öffentl.;10;166;89;77;0.23666092943201378;22;;6;1;;1
VS;313481;Volksschule;1747363.9,6193691.11;Hauptstraße 37;3562;Schönberg am Kamp;öffentl.;4;53;27;26;0.23584905660377356;7;;12;;;
VS;506181;Volksschule;1436433.94,6008376.88;Urchen 17;5761;Maria Alm am Steinernen Meer;öffentl.;8;129;74;55;0.2353266888150609;17;;16;;;
VS;307211;Volksschule;1838690.25,6114567.93;Himberger Straße 3;2435;Ebergassing;öffentl.;9;183;98;85;0.23419203747072598;24;;20;2;;1
VS;621211;Dr.-Theodor-Körner-Volksschule;1706552.25,6017620.86;Schirmitzbühel, Lannergasse 1;8605;Kapfenberg;öffentl.;7;122;65;57;0.23419203747072598;16;;15;;;
VS;922011;Volksschule;1834944.25,6143079.43;Asperner Heldenplatz 3;1220;Wien;öffentl.;14;328;164;164;0.23410278745644597;43;11;10;;;1
VS;321431;Volksschule;1814582.25,6161603.19;Kritzendorf, Hauptstraße 63;3420;Klosterneuburg;öffentl.;4;84;48;36;0.23384353741496597;11;;10;;;1
VS;923061;Volksschule;1815874.88,6130602.38;Erlaaer Straße 74;1230;Wien;öffentl.;12;291;145;146;0.23318605792832597;38;1;25;;1;1
VS;210321;Volksschule;1556890.84,5889322.7;Ossiach 9;9570;Ossiach;öffentl.;1;23;11;12;0.23291925465838506;3;;1;;;1
VS;311261;Volksschule;1753253.04,6222023.98;Bruggerstraße 7;3751;Sigmundsherberg;öffentl.;4;69;31;38;0.23291925465838506;9;;3;1;;
VS;620101;Volksschule Judenburg-Stadt;1631608.54,5969851.75;Herrengasse 22;8750;Judenburg;öffentl.;12;216;107;109;0.23148148148148145;28;;19;;;
VS;306231;Volksschule;1806140.55,6097821.77;Franz-Nagl-Gasse 20;2542;Kottingbrunn;öffentl.;14;294;132;162;0.23080660835762876;38;;15;;;
VS;606251;Volksschule;1729722.72,5967836.95;Hauptstraße 23;8062;Kumberg;öffentl.;8;155;83;72;0.23041474654377878;20;;11;;;
VS;315351;Volksschule;1686850.54,6131395.68;Schulplatz 5;3252;Petzenkirchen;öffentl.;8;132;69;63;0.22997835497835495;17;;17;;;
VS;202031;Volksschule 3 Lind;1540896.95,5880382.28;Walter-v.-d.Vogelweide-Park 1;9500;Villach;öffentl.;11;218;116;102;0.2293577981651376;28;;21;;;
VS;606461;Volksschule Stattegg;1716362.11,5965598.06;Schulweg 1;8046;Stattegg;öffentl.;7;109;53;56;0.2293577981651376;14;;2;;;
VS;202151;Volksschule 11;1545364.58,5876878.46;Maria Gail, Abstimmungsstraße 128;9500;Villach;öffentl.;8;148;80;68;0.2292471042471042;19;;5;;;
VS;205211;Volksschule Hörzendorf;1596123.37,5901267.35;Unterbergen 3a;9300;St. Veit an der Glan;öffentl.;4;78;45;33;0.2289377289377289;10;;1;;;
VS;617321;Volksschule Peesen;1745691.52,5980420.51;Peesen, Schulweg 7;8160;Thannhausen;öffentl.;5;78;39;39;0.2289377289377289;10;;11;;;1
VS;918021;Volksschule;1818956.32,6145044.41;Cottagegasse 17;1180;Wien;öffentl.;9;164;92;72;0.22865853658536583;21;;7;;;2
VS;912051;Volksschule;1818980.24,6136535.18;Karl-Löwe-Gasse 20;1120;Wien;öffentl.;13;289;156;133;0.22862086010874935;37;2;9;;;1
VS;409151;Volksschule (Franz-Aigner-Straße 20);1573401.09,6087441.98;dzt. p.A.: Badstraße 13;4563;Micheldorf in Oberösterreich;öffentl.;12;211;114;97;0.22850372376438724;27;;25;;;
VS;906041;Volksschule;1819328.86,6138754.19;Sonnenuhrgasse 3;1060;Wien;öffentl.;10;228;115;113;0.22713032581453632;29;;5;;;1
VS;306101;Volksschule Berndorf-Sankt Veit;1798466.97,6096780.46;Hauptplatz 2;2560;Berndorf;öffentl.;8;118;60;58;0.22699757869249393;15;;10;;1;1
VS;902261;Private Volksschule des Vereins Verein zum Betrieb von katholischen Privatschulen - Stella International School;1825327.29,6143994.02;Lassallestraße 7a/Unit 4/Top 2;1020;Wien;privat;7;150;79;71;0.2261904761904762;19;1;1;;;
VS;913061;Volksschule;1812519.82,6136282.98;Steinlechnergasse 5-7;1130;Wien;öffentl.;20;458;251;207;0.22613849033063002;58;2;13;;;
VS;401401;Volksschule 40 Montageschule Dornach;1593639.94,6162920.5;Mengerstraße 25;4040;Linz-Steg;öffentl.;9;158;66;92;0.22603978300180833;20;;2;;;
VS;317391;Volksschule Brunn am Gebirge;1814479.02,6124958.41;Franz Schubert-Straße 22;2345;Brunn am Gebirge;öffentl.;9;182;89;93;0.22566718995290422;23;;5;1;;
VS;404481;Volksschule;1457893.31,6149107.34;Sankt Peter am Hart 6;4963;St. Peter am Hart;öffentl.;5;95;58;37;0.22556390977443608;12;;3;;;
VS;208051;Volksschule;1630215.73,5875749.82;Hofbauer Straße 4;9141;Eberndorf;öffentl.;8;103;49;54;0.22538141470180303;13;;9;;;
VS;601291;Volksschule Gösting;1714334.43,5957898.35;Anton-Kleinoscheg-Straße 44;8051;Graz-Gösting;öffentl.;8;183;98;85;0.22443403590944572;23;1;3;;;
VS;109031;Volksschule;1806393.62,5996769.15;Kirchenstraße 11;7431;Bad Tatzmannsdorf;öffentl.;4;64;30;34;0.2232142857142857;8;;2;;;
VS;204231;Volksschule;1581634.86,5881499.94;Kirchenweg 1;9201;Krumpendorf am Wörthersee;öffentl.;7;104;50;54;0.2232142857142857;13;;3;;;
VS;208161;Volksschule Völkermarkt - Klein St. Veit;1619569.41,5897249.34;Klein St. Veit 7;9371;Völkermarkt;öffentl.;1;16;11;5;0.2232142857142857;2;;2;;;
VS;402131;Volksschule;1604354.19,6118177.57;Safrangarten 2;4407;Steyr;öffentl.;4;80;41;39;0.2232142857142857;10;;3;;;
VS;501071;Volksschule Leopoldskron-Moos;1449711.86,6070495.39;Moosstraße 78a;5020;Salzburg;öffentl.;14;320;151;169;0.2232142857142857;40;;9;;;
VS;601731;Volksschule Graz-Rosenberg;1719765.46,5955301.08;Rosenberggürtel 12;8010;Graz;öffentl.;8;184;94;90;0.2232142857142857;23;1;2;;1;1
VS;611211;Volksschule;1684767.52,6007343.44;Dorfstraße 16;8712;Proleb;öffentl.;4;72;31;41;0.2232142857142857;9;;2;;;
VS;617371;Volksschule Ilztal;1756769.71,5965318.85;Prebensdorf 72;8211;Ilztal;öffentl.;5;88;49;39;0.2232142857142857;11;;15;;;
VS;707221;Volksschule Huben;1399553.22,5931598.44;Huben 16;9971;Matrei in Osttirol;öffentl.;1;8;2;6;0.2232142857142857;1;;1;;;
VS;803071;Volksschule;1085646.15,6009098.57;Oberdorf, Zanzenberggasse;6850;Dornbirn;öffentl.;9;169;89;80;0.22189349112426032;21;;27;;;1
VS;501141;Volksschule Nonntal;1453140.97,6073035.94;Nonntaler Hauptstraße 3;5020;Salzburg;öffentl.;7;145;81;64;0.22167487684729062;18;;6;;;1
VS;401591;Volksschule 52 Volksschule Solarcity-Pichling;1598679.01,6149517.4;Heliosallee 140-142;4030;Linz;öffentl.;14;291;151;140;0.22091310751104565;36;;21;;;
VS;201121;Volksschule 12;1591630.69,5880148.43;Richard-Wagner-Straße 20;9020;Klagenfurt am Wörthersee;öffentl.;8;170;93;77;0.22058823529411764;21;;7;;;1
VS;701191;Volksschule;1267439.67,5986580.65;Schulgasse 4;6020;Innsbruck;öffentl.;8;146;65;81;0.2201565557729941;18;;5;;;
VS;606071;Volksschule Marianne Graf Volksschule;1725713.66,5937550.5;Fernitz, Sportplatzstraße 27;8072;Fernitz-Mellach;öffentl.;8;138;74;64;0.21997929606625258;17;;13;;1;
VS;318331;Volksschule;1785280.5,6063577.16;Sankt Lorenzen, Liechtingergasse 2;2620;Ternitz;öffentl.;4;65;30;35;0.21978021978021978;8;;11;;;
VS;401391;Volksschule 39 Margarethenschule;1587047.99,6158122.9;Margarethen 23;4020;Linz;öffentl.;4;65;31;34;0.21978021978021978;8;;5;1;;
VS;316421;Volksschule;1841165.9,6167310.54;Bahnstraße 3;2211;Pillichsdorf;öffentl.;3;57;30;27;0.21929824561403505;7;;1;;;
VS;416341;Volksschule Mittertreffling;1599616.33,6163198.4;Johann Wöckinger Straße 9;4209;Engerwitzdorf;öffentl.;8;114;60;54;0.21929824561403505;14;;10;;;
VS;616141;Volksschule;1676907.62,5952438.79;Hauptstraße 4;8591;Maria Lankowitz;öffentl.;7;106;52;54;0.21900269541778974;13;;11;;;
VS;601251;Volksschule Baiern;1712987.41,5952966.23;Baiernstraße 86;8020;Graz;öffentl.;8;188;84;104;0.21846504559270513;23;10;3;;;
VS;502091;Volksschule Rif-Rehhof;1454810.3,6060111.39;Wiesenbrunnweg 7;5400;Hallein;öffentl.;13;254;137;117;0.21794150731158604;31;;6;;;
VS;908011;Volksschule;1820300.77,6141904.19;Lange Gasse 36;1080;Wien;öffentl.;10;197;103;94;0.2175489485134155;24;9;6;;;1
VS;401041;Volksschule 6 Römerbergschule;1588912.47,6157191.21;Donatusgasse 3a;4020;Linz;öffentl.;8;156;89;67;0.21749084249084247;19;;6;;;
VS;921201;Private Praxisvolksschule Strebersdorf der Kirchlichen Pädagogischen Hochschule Wien/Krems (921670);1823524.11,6155943.67;Mayerweckstraße 1;1210;Wien;privat;10;263;126;137;0.21727322107550243;32;;8;;;
VS;409061;Volksschule;1567507.46,6094856.38;Kirchenplatz 1;4564;Inzersdorf im Kremstal;öffentl.;4;74;45;29;0.21718146718146716;9;;1;;;
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;305;155;150;0.21662763466042154;37;1;23;;;
VS;916031;Volksschule Vienna Bilingual School;1816883.03,6141436.9;Herbststraße 86;1160;Wien;öffentl.;18;397;197;200;0.21590500179920832;48;1;23;;;1
VS;309301;Grenzland-Volksschule;1675112.6,6265931.82;Schulstraße 7-9;3874;Litschau;öffentl.;3;58;21;37;0.21551724137931033;7;;8;;;
VS;306471;Praxisvolksschule der Pädagogischen Hochschule in Niederösterreich (306660);1809508.69,6108394.52;Mühlgasse 67;2500;Baden;öffentl.;9;199;106;93;0.21536252692031582;24;;15;;;
VS;601451;Volksschule Mariatrost;1724063.97,5959143.21;Mariatroster Straße 194;8044;Graz-Mariatrost;öffentl.;9;199;99;100;0.21536252692031582;24;1;7;;1;
VS;314101;Volksschule Mathias Zdarsky Volksschule Lilienfeld;1735282.53,6109219.11;Schulgasse 6;3180;Lilienfeld;öffentl.;5;83;39;44;0.21514629948364886;10;;19;;;1
VS;410361;Volksschule Oedt;1581923.66,6142819.71;Trauner Straße 80;4050;Traun;öffentl.;10;208;104;104;0.21462912087912087;25;;17;;;
VS;306441;Volksschule;1816776.83,6103311.14;Badenerstraße 26;2522;Oberwaltersdorf;öffentl.;12;258;122;136;0.21456256921373199;31;;27;;;
VS;401421;Volksschule 42 Magdalenaschule;1592302.11,6163039.94;Sankt Magdalena,Oberbairingerstraße 1;4040;Linz;öffentl.;8;125;74;51;0.21428571428571425;15;;5;;;
VS;910181;Volksschule;1822927.1,6131957.02;Selma-Lagerlöf-Gasse 20;1100;Wien;öffentl.;8;175;95;80;0.21428571428571425;21;;15;;;
VS;317021;Volksschule;1819523.83,6120437.22;Schulweg 7;2362;Biedermannsdorf;öffentl.;7;117;55;62;0.21367521367521367;14;;3;;;
VS;503111;Volksschule Elsbethen;1456579.07,6066876.53;Pfarrweg 9;5061;Elsbethen;öffentl.;9;176;83;93;0.2130681818181818;21;;4;;;
VS;208431;Volksschule Völkermarkt Stadt;1628808.47,5886927.23;Mettingerstraße 16;9100;Völkermarkt;öffentl.;11;168;81;87;0.2125850340136054;20;;29;1;;
VS;922371;Volksschule;1829496.85,6148208.23;Attemsgasse 22;1220;Wien;öffentl.;17;420;219;201;0.2125850340136054;50;4;23;;;
VS;902111;Volksschule;1825623.12,6141170.91;Wittelsbachstraße 6;1020;Wien;öffentl.;10;244;131;113;0.2122365339578454;29;2;4;;1;1
VS;903141;Volksschule;1825411.51,6139010.73;Landstraßer Hauptstraße 146;1030;Wien;öffentl.;17;362;212;150;0.21211523283346487;43;2;20;1;;
VS;107181;Volksschule;1896407.82,6114994.07;Schulgasse 1;2422;Pama;öffentl.;4;59;31;28;0.211864406779661;7;;3;;;
VS;506281;Volksschule Saalfelden II;1429886.07,6012556.43;Lofererstraße 37;5760;Saalfelden am Steinernen Meer;öffentl.;8;177;102;75;0.211864406779661;21;;17;;;1
VS;312231;Josef-Wondrak-Volksschule;1804744.7,6171720.44;Schulweg 4;2000;Stockerau;öffentl.;15;329;183;146;0.2116804168475901;39;;43;2;;
VS;912121;Volksschule;1815085.68,6134385.8;Rohrwassergasse 2;1120;Wien;öffentl.;23;515;250;265;0.21151178918169206;61;;41;;;13
VS;109171;Volksschule;1814965.66,6005077.47;Holzschlag 96;7435;Unterkohlstätten;öffentl.;1;17;11;6;0.21008403361344535;2;;2;;;
VS;208361;Volksschule Völkermarkt-St. Peter am Wallersberg;1635620.37,5885770.43;St. Peter am Wallersberg, Schulweg 3;9100;Völkermarkt;öffentl.;4;68;41;27;0.21008403361344535;8;;11;;;1
VS;306131;Volksschule;1801659.8,6093672.78;Schulgasse 2;2551;Enzesfeld-Lindabrunn;öffentl.;8;153;76;77;0.21008403361344535;18;;19;;;
VS;312281;Volksschule;1836320.15,6159037.05;Kapellerfeld, Schillergasse 25;2201;Gerasdorf bei Wien;öffentl.;6;119;62;57;0.21008403361344535;14;;16;;;
VS;616211;Volksschule St. Johann ob Hohenburg;1695041.93,5943764.67;Sankt Johann ob Hohenburg 5;8565;Söding-Sankt Johann;öffentl.;7;119;62;57;0.21008403361344535;14;;13;;;
VS;702441;Volksschule;1199329.18,5975390.08;Wald Mairhof 7;6471;Arzl im Pitztal;öffentl.;1;17;12;5;0.21008403361344535;2;;3;1;;
VS;921381;Volksschule;1827545.06,6149129.29;Donaufelder Straße 77;1210;Wien;öffentl.;16;391;199;192;0.21008403361344535;46;2;11;;;
VS;918161;Private Volksschule des Herrn Dr. Christian Schauberger;1818202.86,6144712.79;Lacknergasse 75;1180;Wien;privat;12;213;107;106;0.2095908786049631;25;1;11;;;
VS;203261;Volksschule;1488065.46,5881337.84;Lindengasse 3;9620;Hermagor-Pressegger See;öffentl.;8;145;94;51;0.20935960591133002;17;;17;;;
VS;910161;Volksschule;1826153.41,6129776.78;Ober-Laaer Platz 1;1100;Wien;öffentl.;9;205;94;111;0.20905923344947736;24;;11;;;
VS;106081;Volksschule;1825517.91,6063412.03;Schulgasse 2;7210;Mattersburg;öffentl.;14;299;150;149;0.20903010033444816;35;;17;1;;1
